Timestamp,OpModeStatus,Loop Counter,Battery
000.008,INIT,,12.332
003.456,RUNNING,0,12.292
003.485,RUNNING,1,11.597
003.507,RUNNING,2,11.746
003.530,RUNNING,3,11.825
003.553,RUNNING,4,11.890
003.576,RUNNING,5,11.965
003.599,RUNNING,6,12.000
003.621,RUNNING,7,12.000
003.644,RUNNING,8,12.026
003.667,RUNNING,9,12.021
003.690,RUNNING,10,12.026
003.713,RUNNING,11,12.013
003.736,RUNNING,12,12.030
003.759,RUNNING,13,12.039
003.782,RUNNING,14,12.034
003.807,RUNNING,15,12.048
003.831,RUNNING,16,12.043
003.854,RUNNING,17,12.021
003.879,RUNNING,18,12.039
003.901,RUNNING,19,12.039
003.924,RUNNING,20,12.034
003.947,RUNNING,21,12.017
003.970,RUNNING,22,12.030
003.993,RUNNING,23,12.048
004.016,RUNNING,24,12.026
004.038,RUNNING,25,12.039
004.061,RUNNING,26,12.034
004.084,RUNNING,27,12.008
004.107,RUNNING,28,12.013
004.129,RUNNING,29,12.026
004.152,RUNNING,30,12.039
004.175,RUNNING,31,12.013
004.198,RUNNING,32,12.021
004.220,RUNNING,33,12.034
004.243,RUNNING,34,12.030
004.268,RUNNING,35,12.026
004.291,RUNNING,36,12.026
004.313,RUNNING,37,12.030
004.336,RUNNING,38,12.021
004.359,RUNNING,39,12.017
004.381,RUNNING,40,12.026
004.405,RUNNING,41,12.013
004.427,RUNNING,42,12.004
004.450,RUNNING,43,12.043
004.473,RUNNING,44,12.030
004.495,RUNNING,45,12.008
004.518,RUNNING,46,12.021
004.543,RUNNING,47,12.030
004.566,RUNNING,48,12.021
004.590,RUNNING,49,12.026
004.613,RUNNING,50,12.021
004.636,RUNNING,51,12.013
004.658,RUNNING,52,12.004
004.681,RUNNING,53,12.034
004.704,RUNNING,54,12.039
004.727,RUNNING,55,12.021
004.749,RUNNING,56,12.026
004.772,RUNNING,57,12.026
004.794,RUNNING,58,12.030
004.819,RUNNING,59,12.021
004.842,RUNNING,60,12.021
004.865,RUNNING,61,12.026
004.888,RUNNING,62,12.021
004.910,RUNNING,63,12.026
004.933,RUNNING,64,12.030
004.956,RUNNING,65,12.021
004.979,RUNNING,66,12.013
005.002,RUNNING,67,12.039
005.024,RUNNING,68,12.030
005.047,RUNNING,69,12.008
005.070,RUNNING,70,12.030
005.095,RUNNING,71,12.030
005.118,RUNNING,72,12.000
005.141,RUNNING,73,12.013
005.163,RUNNING,74,12.030
005.186,RUNNING,75,12.013
005.209,RUNNING,76,12.008
005.232,RUNNING,77,12.021
005.255,RUNNING,78,12.039
005.278,RUNNING,79,12.004
005.300,RUNNING,80,12.021
005.323,RUNNING,81,12.021
005.346,RUNNING,82,12.021
005.370,RUNNING,83,12.004
005.393,RUNNING,84,12.021
005.415,RUNNING,85,12.026
005.438,RUNNING,86,12.013
005.461,RUNNING,87,12.021
005.483,RUNNING,88,12.034
005.506,RUNNING,89,12.013
005.529,RUNNING,90,12.021
005.552,RUNNING,91,12.039
005.575,RUNNING,92,12.030
005.600,RUNNING,93,12.000
005.623,RUNNING,94,12.017
005.645,RUNNING,95,12.039
005.668,RUNNING,96,12.021
005.691,RUNNING,97,12.000
005.714,RUNNING,98,12.021
005.737,RUNNING,99,12.021
005.760,RUNNING,100,12.017
005.782,RUNNING,101,12.017
005.804,RUNNING,102,12.021
005.826,RUNNING,103,12.017
005.849,RUNNING,104,12.013
005.872,RUNNING,105,12.021
005.894,RUNNING,106,12.017
005.916,RUNNING,107,11.991
005.939,RUNNING,108,12.030
005.962,RUNNING,109,12.021
005.985,RUNNING,110,12.008
006.008,RUNNING,111,12.026
006.031,RUNNING,112,12.026
006.054,RUNNING,113,12.030
006.076,RUNNING,114,12.008
006.099,RUNNING,115,12.017
006.122,RUNNING,116,12.030
006.144,RUNNING,117,12.013
006.167,RUNNING,118,12.026
006.189,RUNNING,119,12.021
006.212,RUNNING,120,12.021
006.235,RUNNING,121,12.017
006.257,RUNNING,122,12.030
006.280,RUNNING,123,12.026
006.303,RUNNING,124,12.008
006.326,RUNNING,125,12.017
006.349,RUNNING,126,12.030
006.372,RUNNING,127,12.013
006.395,RUNNING,128,12.004
006.418,RUNNING,129,12.013
006.440,RUNNING,130,12.034
006.463,RUNNING,131,12.008
006.486,RUNNING,132,12.021
006.508,RUNNING,133,12.021
006.531,RUNNING,134,12.021
006.553,RUNNING,135,12.026
006.576,RUNNING,136,12.026
006.601,RUNNING,137,12.017
006.623,RUNNING,138,12.004
006.646,RUNNING,139,12.030
006.669,RUNNING,140,12.030
006.691,RUNNING,141,11.995
006.714,RUNNING,142,12.013
006.737,RUNNING,143,12.030
006.759,RUNNING,144,12.017
006.782,RUNNING,145,12.008
006.806,RUNNING,146,12.026
006.828,RUNNING,147,12.034
006.851,RUNNING,148,12.008
006.874,RUNNING,149,12.013
006.897,RUNNING,150,12.021
006.919,RUNNING,151,12.021
006.942,RUNNING,152,12.008
006.964,RUNNING,153,12.026
006.987,RUNNING,154,12.026
007.009,RUNNING,155,12.026
007.032,RUNNING,156,12.043
007.055,RUNNING,157,12.030
007.078,RUNNING,158,12.004
007.102,RUNNING,159,12.008
007.124,RUNNING,160,12.026
007.147,RUNNING,161,12.021
007.169,RUNNING,162,12.000
007.192,RUNNING,163,12.021
007.214,RUNNING,164,12.021
007.237,RUNNING,165,12.013
007.259,RUNNING,166,12.017
007.282,RUNNING,167,12.013
007.305,RUNNING,168,12.017
007.327,RUNNING,169,12.008
007.350,RUNNING,170,12.017
007.374,RUNNING,171,12.017
007.397,RUNNING,172,11.995
007.420,RUNNING,173,12.017
007.442,RUNNING,174,12.008
007.465,RUNNING,175,11.995
007.488,RUNNING,176,12.008
007.511,RUNNING,177,12.030
007.533,RUNNING,178,12.021
007.556,RUNNING,179,12.004
007.578,RUNNING,180,12.013
007.601,RUNNING,181,12.026
007.623,RUNNING,182,12.004
007.649,RUNNING,183,12.004
007.672,RUNNING,184,12.004
007.695,RUNNING,185,12.000
007.718,RUNNING,186,12.004
007.740,RUNNING,187,12.017
007.764,RUNNING,188,12.021
007.787,RUNNING,189,11.995
007.810,RUNNING,190,12.017
007.832,RUNNING,191,12.017
007.855,RUNNING,192,12.004
007.878,RUNNING,193,11.995
007.900,RUNNING,194,12.013
007.923,RUNNING,195,12.013
007.945,RUNNING,196,12.008
007.968,RUNNING,197,12.013
007.991,RUNNING,198,12.008
008.013,RUNNING,199,12.013
008.036,RUNNING,200,12.008
