Timestamp,OpModeStatus,Loop Counter,Battery
008.059,RUNNING,201,12.013
008.081,RUNNING,202,12.026
008.105,RUNNING,203,12.013
008.128,RUNNING,204,12.021
008.151,RUNNING,205,12.021
008.173,RUNNING,206,11.995
008.196,RUNNING,207,12.017
008.219,RUNNING,208,12.021
008.241,RUNNING,209,12.013
008.266,RUNNING,210,12.000
008.289,RUNNING,211,12.017
008.311,RUNNING,212,12.026
008.334,RUNNING,213,12.013
008.357,RUNNING,214,12.004
008.382,RUNNING,215,12.017
008.405,RUNNING,216,12.008
008.428,RUNNING,217,12.013
008.452,RUNNING,218,12.004
008.474,RUNNING,219,12.000
008.496,RUNNING,220,11.991
008.518,RUNNING,221,12.026
008.540,RUNNING,222,12.008
008.562,RUNNING,223,12.000
008.585,RUNNING,224,12.017
008.608,RUNNING,225,12.017
008.631,RUNNING,226,12.008
008.655,RUNNING,227,11.986
008.678,RUNNING,228,12.008
008.700,RUNNING,229,12.026
008.723,RUNNING,230,11.991
008.745,RUNNING,231,12.000
008.768,RUNNING,232,12.017
008.790,RUNNING,233,12.008
008.813,RUNNING,234,11.991
008.835,RUNNING,235,12.004
008.857,RUNNING,236,12.017
008.880,RUNNING,237,12.000
008.903,RUNNING,238,11.991
008.925,RUNNING,239,12.013
008.948,RUNNING,240,12.000
008.970,RUNNING,241,12.004
008.993,RUNNING,242,12.017
009.016,RUNNING,243,12.008
009.040,RUNNING,244,12.000
009.063,RUNNING,245,12.004
009.086,RUNNING,246,12.021
009.109,RUNNING,247,11.991
009.131,RUNNING,248,11.991
009.154,RUNNING,249,12.000
009.177,RUNNING,250,12.008
009.199,RUNNING,251,11.991
009.222,RUNNING,252,12.013
009.244,RUNNING,253,12.008
009.267,RUNNING,254,12.004
009.289,RUNNING,255,12.000
009.312,RUNNING,256,11.995
009.334,RUNNING,257,12.008
009.357,RUNNING,258,12.008
009.379,RUNNING,259,12.013
