Timestamp,OpModeStatus,Loop Counter,Battery
005.687,RUNNING,167,11.458
005.710,RUNNING,168,11.445
005.733,RUNNING,169,11.436
005.756,RUNNING,170,11.458
005.778,RUNNING,171,11.449
005.801,RUNNING,172,11.431
005.824,RUNNING,173,11.445
005.848,RUNNING,174,11.440
005.875,RUNNING,175,11.436
005.899,RUNNING,176,11.431
005.921,RUNNING,177,11.466
005.943,RUNNING,178,11.436
005.965,RUNNING,179,11.440
005.987,RUNNING,180,11.418
006.010,RUNNING,181,11.453
006.032,RUNNING,182,11.445
006.055,RUNNING,183,11.445
006.080,RUNNING,184,11.445
006.102,RUNNING,185,11.449
006.125,RUNNING,186,11.458
006.147,RUNNING,187,11.431
006.169,RUNNING,188,11.466
006.192,RUNNING,189,11.431
006.215,RUNNING,190,11.427
006.237,RUNNING,191,11.436
006.260,RUNNING,192,11.436
006.283,RUNNING,193,11.431
006.305,RUNNING,194,11.431
006.328,RUNNING,195,11.445
006.351,RUNNING,196,11.436
006.373,RUNNING,197,11.440
006.396,RUNNING,198,11.423
006.419,RUNNING,199,11.440
006.441,RUNNING,200,11.449
006.464,RUNNING,201,11.414
006.487,RUNNING,202,11.418
006.510,RUNNING,203,11.418
006.533,RUNNING,204,11.423
006.555,RUNNING,205,11.414
006.578,RUNNING,206,11.427
006.601,RUNNING,207,11.440
006.624,RUNNING,208,11.405
006.648,RUNNING,209,11.440
006.671,RUNNING,210,11.449
006.697,RUNNING,211,11.423
